"","Studentnummer","FOS","Maand"
"4697",4627560,"ja","juni"
"1297",4628029,"ja","december"
"4140",4628029,"ja","juni"
"1109",4628427,"ja","december"
"3952",4628427,"ja","juni"
"2021",4628775,"nee","december"
"4864",4628775,"nee","juni"
"63",4628864,"ja","december"
"2906",4628864,"ja","juni"
"2269",4628928,"ja","december"
"5112",4628928,"ja","juni"
"66",4629020,"nee","december"
"2909",4629020,"nee","juni"
"16",4629117,"nee","december"
"2859",4629117,"ja","juni"
"1384",4629707,"ja","december"
"4227",4629707,"ja","juni"
"2268",4630108,"nee","december"
"5111",4630108,"nee","juni"
"2769",4630488,"ja","december"
"5612",4630488,"ja","juni"
"2513",4630686,"ja","december"
"5356",4630686,"ja","juni"
"2502",4630724,"nee","december"
"5345",4630724,"nee","juni"
"1581",4631024,"nee","december"
"4424",4631024,"ja","juni"
"2259",4631644,"ja","december"
"5102",4631644,"ja","juni"
"1701",4631821,"nee","december"
"4544",4631821,"nee","juni"
"2493",4631855,"nee","december"
"5336",4631855,"nee","juni"
"65",4631950,"nee","december"
"2908",4631950,"ja","juni"
"21",4632229,"nee","december"
"2864",4632229,"nee","juni"
"2221",4632493,"nee","december"
"5064",4632493,"nee","juni"
"740",4632935,"nee","december"
"3583",4632935,"nee","juni"
"1003",4632949,"nee","december"
"3846",4632949,"nee","juni"
"1067",4633055,"nee","december"
"3910",4633055,"nee","juni"
"1644",4633200,"ja","december"
"4487",4633200,"ja","juni"
"338",4634163,"nee","december"
"3181",4634163,"nee","juni"
"2253",4634182,"nee","december"
"5096",4634182,"nee","juni"
"2730",4634184,"ja","december"
"5573",4634184,"ja","juni"
"427",4634242,"ja","december"
"3270",4634242,"ja","juni"
"2109",4634563,"ja","december"
"4952",4634563,"ja","juni"
"1390",4634618,"ja","december"
"4233",4634618,"ja","juni"
"1007",4634836,"nee","december"
"3850",4634836,"nee","juni"
"719",4635423,"nee","december"
"3562",4635423,"nee","juni"
"1440",4635935,"ja","december"
"4283",4635935,"ja","juni"
"2497",4636387,"ja","december"
"5340",4636387,"ja","juni"
"2429",4636576,"ja","december"
"5272",4636576,"ja","juni"
"2605",4637185,"nee","december"
"5448",4637185,"nee","juni"
"2381",4637535,"nee","december"
"5224",4637535,"nee","juni"
"1739",4637607,"nee","december"
"4582",4637607,"nee","juni"
"1578",4637709,"ja","december"
"4421",4637709,"ja","juni"
"2033",4637738,"nee","december"
"4876",4637738,"nee","juni"
"465",4637823,"nee","december"
"3308",4637823,"nee","juni"
"583",4638069,"nee","december"
"3426",4638069,"nee","juni"
"2539",4638266,"nee","december"
"5382",4638266,"nee","juni"
"450",4639077,"nee","december"
"3293",4639077,"ja","juni"
"919",4639480,"ja","december"
"3762",4639480,"ja","juni"
"2596",4639618,"nee","december"
"5439",4639618,"nee","juni"
"563",4639802,"ja","december"
"3406",4639802,"ja","juni"
"2383",4640751,"nee","december"
"5226",4640751,"nee","juni"
"10",4640774,"nee","december"
"2853",4640774,"nee","juni"
"402",4640846,"nee","december"
"3245",4640846,"nee","juni"
"1780",4641009,"ja","december"
"4623",4641009,"ja","juni"
"2066",4641070,"nee","december"
"4909",4641070,"nee","juni"
"2155",4641519,"nee","december"
"4998",4641519,"nee","juni"
"2328",4641581,"ja","december"
"5171",4641581,"ja","juni"
"566",4641591,"nee","december"
"3409",4641591,"ja","juni"
"2555",4641740,"nee","december"
"5398",4641740,"nee","juni"
"2047",4643015,"nee","december"
"4890",4643015,"nee","juni"
"522",4643272,"ja","december"
"3365",4643272,"ja","juni"
"2839",4643399,"nee","december"
"5682",4643399,"nee","juni"
"870",4643449,"nee","december"
"3713",4643449,"nee","juni"
"1898",4643809,"ja","december"
"4741",4643809,"ja","juni"
"2796",4643856,"ja","december"
"5639",4643856,"ja","juni"
"359",4644580,"nee","december"
"3202",4644580,"nee","juni"
"2644",4645242,"nee","december"
"5487",4645242,"nee","juni"
"638",4645268,"ja","december"
"3481",4645268,"ja","juni"
"1499",4645283,"nee","december"
"4342",4645283,"nee","juni"
"2071",4645331,"ja","december"
"4914",4645331,"ja","juni"
"1761",4645712,"ja","december"
"4604",4645712,"ja","juni"
"726",4646070,"nee","december"
"3569",4646070,"nee","juni"
"1124",4646970,"ja","december"
"3967",4646970,"ja","juni"
"1645",4647561,"ja","december"
"4488",4647561,"ja","juni"
"1311",4648191,"ja","december"
"4154",4648191,"ja","juni"
"801",4648204,"nee","december"
"3644",4648204,"nee","juni"
"2326",4649177,"ja","december"
"5169",4649177,"ja","juni"
"929",4649605,"ja","december"
"3772",4649605,"ja","juni"
"2378",4649722,"ja","december"
"5221",4649722,"ja","juni"
"256",4650653,"nee","december"
"3099",4650653,"nee","juni"
"147",4650723,"ja","december"
"2990",4650723,"ja","juni"
"2121",4650911,"nee","december"
"4964",4650911,"ja","juni"
"2610",4651095,"nee","december"
"5453",4651095,"nee","juni"
"2336",4651318,"ja","december"
"5179",4651318,"ja","juni"
"2187",4651394,"ja","december"
"5030",4651394,"ja","juni"
"914",4652091,"ja","december"
"3757",4652091,"ja","juni"
"1351",4652248,"ja","december"
"4194",4652248,"ja","juni"
"2163",4652276,"nee","december"
"5006",4652276,"ja","juni"
"264",4652455,"nee","december"
"3107",4652455,"nee","juni"
"2273",4652563,"ja","december"
"5116",4652563,"ja","juni"
"1386",4653013,"nee","december"
"4229",4653013,"nee","juni"
"1264",4654092,"nee","december"
"4107",4654092,"nee","juni"
"1394",4654764,"nee","december"
"4237",4654764,"nee","juni"
"824",4655259,"ja","december"
"3667",4655259,"ja","juni"
"375",4655324,"nee","december"
"3218",4655324,"nee","juni"
"2325",4655438,"nee","december"
"5168",4655438,"nee","juni"
"2622",4655804,"nee","december"
"5465",4655804,"nee","juni"
"1515",4656085,"nee","december"
"4358",4656085,"nee","juni"
"2490",4656215,"nee","december"
"5333",4656215,"nee","juni"
"1938",4656552,"ja","december"
"4781",4656552,"ja","juni"
"1935",4656595,"ja","december"
"4778",4656595,"ja","juni"
"2124",4657179,"ja","december"
"4967",4657179,"ja","juni"
"1600",4657333,"nee","december"
"4443",4657333,"nee","juni"
"2749",4657820,"ja","december"
"5592",4657820,"ja","juni"
"2088",4658259,"ja","december"
"4931",4658259,"ja","juni"
"1014",4658548,"nee","december"
"3857",4658548,"nee","juni"
"350",4658741,"nee","december"
"3193",4658741,"nee","juni"
"1145",4658806,"ja","december"
"3988",4658806,"ja","juni"
"572",4659692,"ja","december"
"3415",4659692,"ja","juni"
"969",4659970,"nee","december"
"3812",4659970,"nee","juni"
"2258",4659989,"ja","december"
"5101",4659989,"ja","juni"
"212",4660108,"nee","december"
"3055",4660108,"nee","juni"
"907",4660225,"nee","december"
"3750",4660225,"nee","juni"
"64",4660410,"ja","december"
"2907",4660410,"ja","juni"
"764",4660420,"ja","december"
"3607",4660420,"ja","juni"
"1425",4660460,"nee","december"
"4268",4660460,"nee","juni"
"2551",4661309,"ja","december"
"5394",4661309,"ja","juni"
"852",4662702,"ja","december"
"3695",4662702,"ja","juni"
"2127",4663555,"ja","december"
"4970",4663555,"ja","juni"
"255",4663770,"ja","december"
"3098",4663770,"ja","juni"
"1716",4663892,"nee","december"
"4559",4663892,"nee","juni"
"754",4664112,"ja","december"
"3597",4664112,"ja","juni"
"302",4664304,"nee","december"
"3145",4664304,"nee","juni"
"2227",4664414,"ja","december"
"5070",4664414,"ja","juni"
"1638",4664942,"ja","december"
"4481",4664942,"ja","juni"
"345",4664965,"nee","december"
"3188",4664965,"nee","juni"
"982",4665745,"nee","december"
"3825",4665745,"nee","juni"
"1023",4666214,"ja","december"
"3866",4666214,"ja","juni"
"222",4666517,"ja","december"
"3065",4666517,"ja","juni"
"6",4666930,"nee","december"
"2849",4666930,"nee","juni"
"883",4667771,"nee","december"
"3726",4667771,"nee","juni"
"2370",4668061,"ja","december"
"5213",4668061,"ja","juni"
"2818",4668084,"nee","december"
"5661",4668084,"ja","juni"
"2392",4668375,"ja","december"
"5235",4668375,"ja","juni"
"2402",4668865,"nee","december"
"5245",4668865,"nee","juni"
"1711",4668911,"nee","december"
"4554",4668911,"nee","juni"
"2013",4669857,"nee","december"
"4856",4669857,"nee","juni"
"1897",4669870,"nee","december"
"4740",4669870,"nee","juni"
"1423",4670436,"nee","december"
"4266",4670436,"ja","juni"
"846",4670538,"ja","december"
"3689",4670538,"ja","juni"
"2137",4671028,"ja","december"
"4980",4671028,"ja","juni"
"2512",4671673,"ja","december"
"5355",4671673,"ja","juni"
"897",4671682,"nee","december"
"3740",4671682,"nee","juni"
"2736",4672307,"nee","december"
"5579",4672307,"nee","juni"
"690",4672360,"ja","december"
"3533",4672360,"ja","juni"
"688",4672393,"nee","december"
"3531",4672393,"nee","juni"
"2055",4672616,"nee","december"
"4898",4672616,"nee","juni"
"1862",4672812,"nee","december"
"4705",4672812,"nee","juni"
"983",4673001,"nee","december"
"3826",4673001,"nee","juni"
"1459",4673436,"nee","december"
"4302",4673436,"ja","juni"
"2439",4673629,"nee","december"
"5282",4673629,"nee","juni"
"667",4673665,"nee","december"
"3510",4673665,"nee","juni"
"731",4673957,"ja","december"
"3574",4673957,"ja","juni"
"2297",4674035,"ja","december"
"5140",4674035,"ja","juni"
"934",4674242,"nee","december"
"3777",4674242,"nee","juni"
"1747",4674550,"ja","december"
"4590",4674550,"ja","juni"
"2250",4674965,"ja","december"
"5093",4674965,"ja","juni"
"196",4675792,"nee","december"
"3039",4675792,"nee","juni"
"663",4676908,"ja","december"
"3506",4676908,"ja","juni"
"1331",4677746,"nee","december"
"4174",4677746,"nee","juni"
"2609",4678270,"nee","december"
"5452",4678270,"nee","juni"
"1765",4678502,"ja","december"
"4608",4678502,"ja","juni"
"750",4679047,"ja","december"
"3593",4679047,"ja","juni"
"2810",4679754,"ja","december"
"5653",4679754,"ja","juni"
"845",4680321,"nee","december"
"3688",4680321,"nee","juni"
"358",4680370,"ja","december"
"3201",4680370,"ja","juni"
"2032",4680589,"nee","december"
"4875",4680589,"nee","juni"
"2231",4680590,"nee","december"
"5074",4680590,"nee","juni"
"649",4681043,"ja","december"
"3492",4681043,"ja","juni"
"2211",4681160,"nee","december"
"5054",4681160,"nee","juni"
"2059",4681178,"nee","december"
"4902",4681178,"nee","juni"
"2104",4681318,"ja","december"
"4947",4681318,"ja","juni"
"1434",4681386,"ja","december"
"4277",4681386,"ja","juni"
"2450",4681466,"ja","december"
"5293",4681466,"ja","juni"
"2753",4681517,"ja","december"
"5596",4681517,"ja","juni"
"545",4681972,"nee","december"
"3388",4681972,"nee","juni"
"948",4683087,"nee","december"
"3791",4683087,"nee","juni"
"2215",4683239,"nee","december"
"5058",4683239,"nee","juni"
"1807",4683540,"ja","december"
"4650",4683540,"ja","juni"
"1460",4683901,"ja","december"
"4303",4683901,"ja","juni"
"1894",4684002,"nee","december"
"4737",4684002,"nee","juni"
"906",4684113,"nee","december"
"3749",4684113,"nee","juni"
"2746",4684196,"ja","december"
"5589",4684196,"ja","juni"
"1735",4684507,"nee","december"
"4578",4684507,"nee","juni"
"1505",4684508,"ja","december"
"4348",4684508,"ja","juni"
"365",4684748,"nee","december"
"3208",4684748,"ja","juni"
"1614",4684834,"nee","december"
"4457",4684834,"ja","juni"
"74",4685056,"ja","december"
"2917",4685056,"ja","juni"
"149",4685608,"nee","december"
"2992",4685608,"nee","juni"
"2666",4686385,"ja","december"
"5509",4686385,"ja","juni"
"473",4686668,"nee","december"
"3316",4686668,"nee","juni"
"2573",4686963,"ja","december"
"5416",4686963,"ja","juni"
"2801",4688337,"ja","december"
"5644",4688337,"ja","juni"
"2455",4689162,"nee","december"
"5298",4689162,"nee","juni"
"2837",4689268,"nee","december"
"5680",4689268,"nee","juni"
"2635",4689459,"ja","december"
"5478",4689459,"ja","juni"
"1634",4689805,"ja","december"
"4477",4689805,"ja","juni"
"664",4689827,"nee","december"
"3507",4689827,"nee","juni"
"1256",4689845,"ja","december"
"4099",4689845,"ja","juni"
"2560",4690521,"nee","december"
"5403",4690521,"nee","juni"
"2351",4690733,"nee","december"
"5194",4690733,"nee","juni"
"774",4691699,"nee","december"
"3617",4691699,"nee","juni"
"183",4692202,"ja","december"
"3026",4692202,"ja","juni"
"1027",4693434,"nee","december"
"3870",4693434,"nee","juni"
"2304",4693695,"nee","december"
"5147",4693695,"nee","juni"
"2662",4693878,"ja","december"
"5505",4693878,"ja","juni"
"303",4696062,"ja","december"
"3146",4696062,"ja","juni"
"2440",4696779,"nee","december"
"5283",4696779,"nee","juni"
"2562",4696915,"nee","december"
"5405",4696915,"nee","juni"
"2344",4697447,"nee","december"
"5187",4697447,"nee","juni"
"289",4697863,"ja","december"
"3132",4697863,"ja","juni"
"2133",4697923,"nee","december"
"4976",4697923,"nee","juni"
"1534",4699314,"ja","december"
"4377",4699314,"ja","juni"
"579",4699479,"nee","december"
"3422",4699479,"nee","juni"
"1159",4699662,"nee","december"
"4002",4699662,"ja","juni"
"612",4699712,"nee","december"
"3455",4699712,"nee","juni"
"2585",4699826,"ja","december"
"5428",4699826,"ja","juni"
"2669",4700177,"ja","december"
"5512",4700177,"ja","juni"
"2019",4700212,"ja","december"
"4862",4700212,"ja","juni"
"1528",4701113,"ja","december"
"4371",4701113,"ja","juni"
"1156",4701354,"ja","december"
"3999",4701354,"ja","juni"
"1153",4701540,"nee","december"
"3996",4701540,"nee","juni"
"1688",4702258,"nee","december"
"4531",4702258,"nee","juni"
"606",4702795,"ja","december"
"3449",4702795,"ja","juni"
"968",4703225,"ja","december"
"3811",4703225,"ja","juni"
"1221",4704624,"nee","december"
"4064",4704624,"nee","juni"
"2352",4704795,"ja","december"
"5195",4704795,"ja","juni"
"2100",4705422,"ja","december"
"4943",4705422,"ja","juni"
"1284",4705478,"ja","december"
"4127",4705478,"ja","juni"
"1468",4706090,"ja","december"
"4311",4706090,"ja","juni"
"1671",4706296,"nee","december"
"4514",4706296,"nee","juni"
"343",4706681,"ja","december"
"3186",4706681,"ja","juni"
"1019",4706793,"nee","december"
"3862",4706793,"nee","juni"
"598",4707303,"nee","december"
"3441",4707303,"nee","juni"
"2272",4707676,"nee","december"
"5115",4707676,"nee","juni"
"2349",4707923,"nee","december"
"5192",4707923,"nee","juni"
"920",4708494,"ja","december"
"3763",4708494,"ja","juni"
"1863",4708565,"nee","december"
"4706",4708565,"nee","juni"
"2515",4708650,"ja","december"
"5358",4708650,"ja","juni"
"876",4708857,"nee","december"
"3719",4708857,"nee","juni"
"588",4709001,"nee","december"
"3431",4709001,"nee","juni"
"2435",4709315,"nee","december"
"5278",4709315,"nee","juni"
"804",4709700,"nee","december"
"3647",4709700,"nee","juni"
"1212",4711127,"nee","december"
"4055",4711127,"nee","juni"
"1953",4711211,"nee","december"
"4796",4711211,"nee","juni"
"1829",4711861,"nee","december"
"4672",4711861,"nee","juni"
"749",4712332,"ja","december"
"3592",4712332,"ja","juni"
"1167",4712485,"ja","december"
"4010",4712485,"ja","juni"
"594",4712934,"ja","december"
"3437",4712934,"ja","juni"
"1982",4712947,"nee","december"
"4825",4712947,"nee","juni"
"798",4713182,"nee","december"
"3641",4713182,"nee","juni"
"1102",4713912,"ja","december"
"3945",4713912,"ja","juni"
"2408",4713913,"ja","december"
"5251",4713913,"ja","juni"
"2823",4714686,"ja","december"
"5666",4714686,"ja","juni"
"1803",4715768,"nee","december"
"4646",4715768,"nee","juni"
"448",4716053,"nee","december"
"3291",4716053,"ja","juni"
"1098",4716541,"nee","december"
"3941",4716541,"nee","juni"
"1544",4716563,"nee","december"
"4387",4716563,"nee","juni"
"201",4716984,"ja","december"
"3044",4716984,"ja","juni"
"1812",4717150,"nee","december"
"4655",4717150,"nee","juni"
"2329",4717619,"ja","december"
"5172",4717619,"ja","juni"
"106",4717839,"ja","december"
"2949",4717839,"ja","juni"
"1579",4718379,"nee","december"
"4422",4718379,"nee","juni"
"2151",4718893,"nee","december"
"4994",4718893,"nee","juni"
"1796",4719230,"ja","december"
"4639",4719230,"ja","juni"
"189",4719490,"nee","december"
"3032",4719490,"nee","juni"
"2176",4719849,"nee","december"
"5019",4719849,"nee","juni"
"916",4720558,"nee","december"
"3759",4720558,"nee","juni"
"1816",4721766,"ja","december"
"4659",4721766,"ja","juni"
"1328",4722026,"nee","december"
"4171",4722026,"nee","juni"
"2458",4722077,"ja","december"
"5301",4722077,"ja","juni"
"1197",4722108,"nee","december"
"4040",4722108,"nee","juni"
"1091",4722257,"nee","december"
"3934",4722257,"nee","juni"
"2508",4722588,"nee","december"
"5351",4722588,"nee","juni"
"518",4722697,"ja","december"
"3361",4722697,"ja","juni"
"1657",4722755,"nee","december"
"4500",4722755,"nee","juni"
"1190",4722898,"ja","december"
"4033",4722898,"ja","juni"
"2773",4722979,"nee","december"
"5616",4722979,"nee","juni"
"707",4723375,"ja","december"
"3550",4723375,"ja","juni"
"567",4723579,"nee","december"
"3410",4723579,"nee","juni"
"1491",4724049,"ja","december"
"4334",4724049,"ja","juni"
"1180",4724213,"ja","december"
"4023",4724213,"ja","juni"
"2202",4724555,"ja","december"
"5045",4724555,"ja","juni"
"381",4724692,"ja","december"
"3224",4724692,"ja","juni"
"436",4724957,"ja","december"
"3279",4724957,"ja","juni"
"440",4725259,"nee","december"
"3283",4725259,"ja","juni"
"1945",4725337,"nee","december"
"4788",4725337,"nee","juni"
"2535",4725409,"nee","december"
"5378",4725409,"nee","juni"
"848",4725791,"nee","december"
"3691",4725791,"nee","juni"
"604",4725919,"nee","december"
"3447",4725919,"nee","juni"
"1741",4725931,"ja","december"
"4584",4725931,"ja","juni"
"762",4728156,"nee","december"
"3605",4728156,"nee","juni"
"1168",4729308,"ja","december"
"4011",4729308,"ja","juni"
"1511",4729464,"ja","december"
"4354",4729464,"ja","juni"
"1882",4730095,"nee","december"
"4725",4730095,"nee","juni"
"208",4730278,"ja","december"
"3051",4730278,"ja","juni"
"1705",4730492,"nee","december"
"4548",4730492,"nee","juni"
"2708",4730961,"nee","december"
"5551",4730961,"nee","juni"
"511",4731591,"nee","december"
"3354",4731591,"nee","juni"
"508",4731594,"ja","december"
"3351",4731594,"ja","juni"
"1393",4731884,"ja","december"
"4236",4731884,"ja","juni"
"1692",4732814,"ja","december"
"4535",4732814,"ja","juni"
"1266",4733907,"nee","december"
"4109",4733907,"nee","juni"
"1252",4733983,"nee","december"
"4095",4733983,"nee","juni"
"1655",4734140,"nee","december"
"4498",4734140,"ja","juni"
"2203",4734303,"ja","december"
"5046",4734303,"ja","juni"
"1058",4734515,"nee","december"
"3901",4734515,"nee","juni"
"77",4734835,"nee","december"
"2920",4734835,"nee","juni"
"98",4735225,"nee","december"
"2941",4735225,"nee","juni"
"1510",4735301,"nee","december"
"4353",4735301,"nee","juni"
"1076",4735381,"ja","december"
"3919",4735381,"ja","juni"
"1857",4736845,"nee","december"
"4700",4736845,"nee","juni"
"2449",4737806,"ja","december"
"5292",4737806,"ja","juni"
"2240",4738170,"ja","december"
"5083",4738170,"ja","juni"
"2341",4738753,"ja","december"
"5184",4738753,"ja","juni"
"2588",4739162,"ja","december"
"5431",4739162,"ja","juni"
"1040",4739490,"ja","december"
"3883",4739490,"ja","juni"
"1454",4739680,"nee","december"
"4297",4739680,"nee","juni"
"1866",4740020,"nee","december"
"4709",4740020,"nee","juni"
"526",4740533,"nee","december"
"3369",4740533,"nee","juni"
"1674",4740598,"nee","december"
"4517",4740598,"nee","juni"
"307",4741597,"ja","december"
"3150",4741597,"ja","juni"
"559",4742427,"ja","december"
"3402",4742427,"ja","juni"
"1116",4743850,"ja","december"
"3959",4743850,"ja","juni"
"1751",4743933,"ja","december"
"4594",4743933,"ja","juni"
"2062",4744027,"nee","december"
"4905",4744027,"nee","juni"
"51",4744043,"ja","december"
"2894",4744043,"ja","juni"
"1450",4744429,"nee","december"
"4293",4744429,"nee","juni"
"520",4744779,"nee","december"
"3363",4744779,"nee","juni"
"1678",4745606,"ja","december"
"4521",4745606,"ja","juni"
"2119",4746513,"ja","december"
"4962",4746513,"ja","juni"
"84",4746544,"nee","december"
"2927",4746544,"nee","juni"
"1143",4747173,"ja","december"
"3986",4747173,"ja","juni"
"1846",4747585,"ja","december"
"4689",4747585,"ja","juni"
"2563",4747603,"ja","december"
"5406",4747603,"ja","juni"
"1566",4747838,"ja","december"
"4409",4747838,"ja","juni"
"1896",4747874,"ja","december"
"4739",4747874,"ja","juni"
"1767",4748103,"ja","december"
"4610",4748103,"ja","juni"
"1346",4748219,"nee","december"
"4189",4748219,"nee","juni"
"725",4748375,"ja","december"
"3568",4748375,"ja","juni"
"344",4749171,"ja","december"
"3187",4749171,"ja","juni"
"630",4749440,"ja","december"
"3473",4749440,"ja","juni"
"1472",4749828,"nee","december"
"4315",4749828,"ja","juni"
"2543",4749982,"ja","december"
"5386",4749982,"ja","juni"
"117",4750565,"nee","december"
"2960",4750565,"nee","juni"
"61",4750642,"nee","december"
"2904",4750642,"nee","juni"
"2618",4750777,"nee","december"
"5461",4750777,"nee","juni"
"241",4751014,"nee","december"
"3084",4751014,"nee","juni"
"451",4751221,"nee","december"
"3294",4751221,"nee","juni"
"1248",4751752,"nee","december"
"4091",4751752,"nee","juni"
"2745",4752338,"ja","december"
"5588",4752338,"ja","juni"
"2216",4752715,"ja","december"
"5059",4752715,"ja","juni"
"2744",4753193,"ja","december"
"5587",4753193,"ja","juni"
"126",4753566,"nee","december"
"2969",4753566,"nee","juni"
"1056",4753608,"nee","december"
"3899",4753608,"ja","juni"
"2481",4754068,"nee","december"
"5324",4754068,"nee","juni"
"194",4754125,"ja","december"
"3037",4754125,"ja","juni"
"536",4754155,"ja","december"
"3379",4754155,"ja","juni"
"2254",4754971,"nee","december"
"5097",4754971,"nee","juni"
"1717",4754975,"ja","december"
"4560",4754975,"ja","juni"
"2411",4755145,"ja","december"
"5254",4755145,"ja","juni"
"475",4755484,"nee","december"
"3318",4755484,"nee","juni"
"591",4755824,"ja","december"
"3434",4755824,"ja","juni"
"2763",4756436,"ja","december"
"5606",4756436,"ja","juni"
"1162",4756452,"nee","december"
"4005",4756452,"nee","juni"
"2665",4756458,"nee","december"
"5508",4756458,"nee","juni"
"1147",4756500,"nee","december"
"3990",4756500,"nee","juni"
"2274",4756521,"nee","december"
"5117",4756521,"nee","juni"
"528",4757026,"nee","december"
"3371",4757026,"nee","juni"
"1503",4757206,"nee","december"
"4346",4757206,"ja","juni"
"1702",4757289,"nee","december"
"4545",4757289,"nee","juni"
"2757",4757394,"nee","december"
"5600",4757394,"nee","juni"
"1603",4757415,"ja","december"
"4446",4757415,"ja","juni"
"1209",4758241,"nee","december"
"4052",4758241,"nee","juni"
"2208",4758519,"nee","december"
"5051",4758519,"nee","juni"
"1243",4759316,"ja","december"
"4086",4759316,"ja","juni"
"317",4759435,"nee","december"
"3160",4759435,"nee","juni"
"1523",4759482,"ja","december"
"4366",4759482,"ja","juni"
"615",4759977,"ja","december"
"3458",4759977,"ja","juni"
"1417",4760312,"nee","december"
"4260",4760312,"nee","juni"
"68",4760318,"ja","december"
"2911",4760318,"ja","juni"
"640",4760603,"nee","december"
"3483",4760603,"nee","juni"
"1380",4760817,"ja","december"
"4223",4760817,"ja","juni"
"1306",4761038,"nee","december"
"4149",4761038,"nee","juni"
"869",4761471,"ja","december"
"3712",4761471,"ja","juni"
"2718",4761786,"nee","december"
"5561",4761786,"nee","juni"
"574",4763058,"ja","december"
"3417",4763058,"ja","juni"
"1984",4763382,"nee","december"
"4827",4763382,"nee","juni"
"721",4763475,"nee","december"
"3564",4763475,"nee","juni"
"2776",4763735,"ja","december"
"5619",4763735,"ja","juni"
"1830",4764125,"ja","december"
"4673",4764125,"ja","juni"
"1980",4764325,"ja","december"
"4823",4764325,"ja","juni"
"2409",4764994,"ja","december"
"5252",4764994,"ja","juni"
"2723",4765450,"ja","december"
"5566",4765450,"ja","juni"
"1539",4765664,"nee","december"
"4382",4765664,"nee","juni"
"890",4765960,"nee","december"
"3733",4765960,"nee","juni"
"770",4766505,"ja","december"
"3613",4766505,"ja","juni"
"286",4767343,"nee","december"
"3129",4767343,"nee","juni"
"1975",4768106,"ja","december"
"4818",4768106,"ja","juni"
"2382",4768226,"nee","december"
"5225",4768226,"nee","juni"
"1821",4768473,"ja","december"
"4664",4768473,"ja","juni"
"1469",4768499,"nee","december"
"4312",4768499,"nee","juni"
"1130",4769192,"ja","december"
"3973",4769192,"ja","juni"
"1275",4770215,"nee","december"
"4118",4770215,"nee","juni"
"1725",4772411,"nee","december"
"4568",4772411,"nee","juni"
"1330",4772614,"nee","december"
"4173",4772614,"nee","juni"
"23",4772627,"ja","december"
"2866",4772627,"ja","juni"
"2350",4772731,"nee","december"
"5193",4772731,"nee","juni"
"1855",4772757,"ja","december"
"4698",4772757,"ja","juni"
"1382",4772968,"ja","december"
"4225",4772968,"ja","juni"
"1892",4774018,"ja","december"
"4735",4774018,"ja","juni"
"164",4774119,"ja","december"
"3007",4774119,"ja","juni"
"371",4774653,"ja","december"
"3214",4774653,"ja","juni"
"1475",4775223,"nee","december"
"4318",4775223,"nee","juni"
"1011",4775775,"nee","december"
"3854",4775775,"nee","juni"
"2641",4776512,"ja","december"
"5484",4776512,"ja","juni"
"1099",4776535,"nee","december"
"3942",4776535,"nee","juni"
"1323",4776636,"ja","december"
"4166",4776636,"ja","juni"
"2565",4776639,"nee","december"
"5408",4776639,"nee","juni"
"1170",4777518,"ja","december"
"4013",4777518,"ja","juni"
"1112",4777675,"ja","december"
"3955",4777675,"ja","juni"
"910",4777942,"nee","december"
"3753",4777942,"nee","juni"
"2089",4778170,"nee","december"
"4932",4778170,"nee","juni"
"2080",4778227,"nee","december"
"4923",4778227,"nee","juni"
"1959",4780478,"nee","december"
"4802",4780478,"ja","juni"
"820",4781299,"nee","december"
"3663",4781299,"nee","juni"
"875",4781561,"ja","december"
"3718",4781561,"ja","juni"
"1746",4781964,"ja","december"
"4589",4781964,"ja","juni"
"854",4782039,"ja","december"
"3697",4782039,"ja","juni"
"806",4782253,"ja","december"
"3649",4782253,"ja","juni"
"424",4782813,"ja","december"
"3267",4782813,"ja","juni"
"1092",4783128,"ja","december"
"3935",4783128,"ja","juni"
"2234",4783250,"nee","december"
"5077",4783250,"ja","juni"
"2278",4783320,"nee","december"
"5121",4783320,"nee","juni"
"1758",4783587,"nee","december"
"4601",4783587,"nee","juni"
"1119",4783758,"nee","december"
"3962",4783758,"nee","juni"
"730",4783911,"ja","december"
"3573",4783911,"ja","juni"
"1021",4784198,"ja","december"
"3864",4784198,"ja","juni"
"167",4784476,"nee","december"
"3010",4784476,"nee","juni"
"2599",4785169,"nee","december"
"5442",4785169,"nee","juni"
"832",4785621,"nee","december"
"3675",4785621,"nee","juni"
"1823",4785712,"nee","december"
"4666",4785712,"nee","juni"
"159",4786174,"ja","december"
"3002",4786174,"ja","juni"
"2797",4787227,"ja","december"
"5640",4787227,"ja","juni"
"2152",4787286,"ja","december"
"4995",4787286,"ja","juni"
"1237",4787421,"ja","december"
"4080",4787421,"ja","juni"
"1969",4787947,"ja","december"
"4812",4787947,"ja","juni"
"1811",4788132,"nee","december"
"4654",4788132,"nee","juni"
"1047",4788213,"nee","december"
"3890",4788213,"nee","juni"
"1545",4788284,"ja","december"
"4388",4788284,"ja","juni"
"1641",4788405,"ja","december"
"4484",4788405,"ja","juni"
"1789",4788456,"ja","december"
"4632",4788456,"ja","juni"
"889",4788671,"nee","december"
"3732",4788671,"nee","juni"
"2396",4788686,"nee","december"
"5239",4788686,"nee","juni"
"284",4788743,"ja","december"
"3127",4788743,"ja","juni"
"483",4788994,"ja","december"
"3326",4788994,"ja","juni"
"1268",4789845,"nee","december"
"4111",4789845,"nee","juni"
"2068",4789966,"ja","december"
"4911",4789966,"ja","juni"
"1509",4790006,"ja","december"
"4352",4790006,"ja","juni"
