"","Studentnummer","hbo_vooropleiding"
"4376",5766238,"nee"
"4377",5036746,"ja"
"4378",5304557,"nee"
"4379",5697347,"ja"
"4380",5747313,"nee"
"4381",5707950,"nee"
"4382",5648656,"ja"
"4383",5825748,"nee"
"4384",5557918,"ja"
"4385",5408843,"nee"
"4386",5786835,"nee"
"4387",5829401,"nee"
"4388",5828639,"nee"
"4389",5787776,"nee"
"4390",5427986,"nee"
"4391",5940962,"nee"
"4392",5657703,"ja"
"4393",5922226,"ja"
"4394",5541491,"nee"
"4395",5244520,"nee"
"4396",5455631,"nee"
"4397",5330332,"nee"
"4398",5607837,"ja"
"4399",5345655,"nee"
"4400",5173799,"nee"
"4401",5570908,"nee"
"4402",5065675,"nee"
"4403",5979064,"nee"
"4404",5003341,"ja"
"4405",5152142,"nee"
"4406",5045428,"nee"
"4407",5837255,"ja"
"4408",5564905,"nee"
"4409",5647002,"nee"
"4410",5066803,"ja"
"4411",5306129,"nee"
"4412",5297196,"nee"
"4413",5047571,"ja"
"4414",5234736,"nee"
"4415",5337289,"nee"
"4416",5206639,"nee"
"4417",5366305,"nee"
"4418",5568991,"nee"
"4419",5604120,"nee"
"4420",5560397,"nee"
"4421",5771246,"nee"
"4422",5702613,"ja"
"4423",5737472,"nee"
"4424",5111670,"nee"
"4425",5466181,"nee"
"4426",5805692,"nee"
"4427",5262035,"nee"
"4428",5290631,"nee"
"4429",5021606,"nee"
"4430",5965077,"nee"
"4431",5629053,"nee"
"4432",5730341,"nee"
"4433",5377597,"nee"
"4434",5417398,"nee"
"4435",5792439,"ja"
"4436",5144292,"nee"
"4437",5994205,"nee"
"4438",5652588,"nee"
"4439",5221992,"nee"
"4440",5176542,"nee"
"4441",5456280,"nee"
"4442",5349670,"nee"
"4443",5206061,"nee"
"4444",5643592,"nee"
"4445",5156754,"nee"
"4446",5632568,"nee"
"4447",5063748,"ja"
"4448",5006537,"nee"
"4449",5202996,"nee"
"4450",5881268,"nee"
"4451",5995066,"nee"
"4452",5293113,"nee"
"4453",5630735,"ja"
"4454",5063170,"nee"
"4455",5188800,"nee"
"4456",5258363,"nee"
"4457",5413039,"ja"
"4458",5926224,"nee"
"4459",5165681,"nee"
"4460",5363869,"nee"
"4461",5837224,"nee"
"4462",5202491,"nee"
"4463",5270632,"nee"
"4464",5196484,"nee"
"4465",5264329,"nee"
"4466",5479685,"nee"
"4467",5060641,"ja"
"4468",5880894,"nee"
"4469",5504412,"nee"
"4470",5306848,"nee"
"4471",5349500,"ja"
"4472",5033198,"ja"
"4473",5875003,"nee"
"4474",5536274,"nee"
"4475",5015166,"nee"
"4476",5639648,"nee"
"4477",5976644,"nee"
"4478",5482711,"nee"
"4479",5782099,"nee"
"4480",5054575,"nee"
"4481",5614142,"ja"
"4482",5647484,"ja"
"4483",5658179,"ja"
"4484",5075783,"nee"
"4485",5580584,"nee"
"4486",5243822,"nee"
"4487",5347470,"nee"
"4488",5352867,"ja"
"4489",5207447,"nee"
"4490",5823170,"ja"
"4491",5979464,"nee"
"4492",5126152,"nee"
"4493",5479574,"nee"
"4494",5796460,"nee"
"4495",5061398,"ja"
"4496",5041106,"nee"
"4497",5261867,"nee"
"4498",5152816,"nee"
"4499",5747835,"ja"
"4500",5034778,"nee"
"4501",5047353,"nee"
"4502",5884193,"nee"
"4503",5877897,"nee"
"4504",5917055,"ja"
"4505",5143756,"ja"
"4506",5276154,"nee"
"4507",5197753,"nee"
"4508",5745959,"nee"
"4509",5581437,"ja"
"4510",5176888,"ja"
"4511",5206734,"nee"
"4512",5786321,"nee"
"4513",5336571,"nee"
"4514",5081929,"ja"
"4515",5060412,"nee"
"4516",5921074,"nee"
"4517",5991645,"nee"
"4518",5588646,"nee"
"4519",5113325,"nee"
"4520",5562364,"nee"
"4521",5873620,"nee"
"4522",5222263,"nee"
"4523",5558638,"nee"
"4524",5040851,"nee"
"4525",5762182,"nee"
"4526",5484281,"ja"
"4527",5488780,"nee"
"4528",5900888,"ja"
"4529",5219935,"ja"
"4530",5123619,"nee"
"4531",5338678,"nee"
"4532",5162247,"ja"
"4533",5055642,"nee"
"4534",5528030,"nee"
"4535",5897559,"nee"
"4536",5771410,"nee"
"4537",5649974,"nee"
"4538",5583471,"ja"
"4539",5895385,"nee"
"4540",5684597,"ja"
"4541",5649477,"nee"
"4542",5991063,"nee"
"4543",5169196,"nee"
"4544",5025837,"nee"
"4545",5499324,"ja"
"4546",5387305,"nee"
"4547",5667518,"nee"
"4548",5461408,"nee"
"4549",5435179,"nee"
"4550",5300334,"nee"
"4551",5081815,"nee"
"4552",5618318,"nee"
"4553",5504391,"nee"
"4554",5621903,"nee"
"4555",5286464,"nee"
"4556",5884634,"nee"
"4557",5647526,"ja"
"4558",5791605,"nee"
"4559",5526702,"nee"
"4560",5847345,"nee"
"4561",5917250,"ja"
"4562",5881030,"ja"
"4563",5068583,"nee"
"4564",5394498,"nee"
"4565",5140381,"nee"
"4566",5674614,"nee"
"4567",5334823,"nee"
"4568",5643635,"nee"
"4569",5697715,"nee"
"4570",5157432,"nee"
"4571",5856241,"nee"
"4572",5282002,"nee"
"4573",5524869,"nee"
"4574",5999378,"nee"
"4575",5904733,"nee"
"4576",5080534,"ja"
"4577",5768398,"nee"
"4578",5741766,"ja"
"4579",5463890,"nee"
"4580",5369882,"ja"
"4581",5602704,"nee"
"4582",5590834,"nee"
"4583",5357257,"nee"
"4584",5416010,"nee"
"4585",5905898,"nee"
"4586",5930835,"ja"
"4587",5389411,"nee"
"4588",5526336,"nee"
"4589",5444232,"nee"
"4590",5098192,"nee"
"4591",5414574,"nee"
"4592",5070944,"ja"
"4593",5914971,"nee"
"4594",5068026,"nee"
"4595",5711597,"nee"
"4596",5902015,"nee"
"4597",5769448,"nee"
"4598",5218820,"nee"
"4599",5578150,"ja"
"4600",5634766,"ja"
"4601",5591186,"nee"
"4602",5148549,"ja"
"4603",5699700,"nee"
"4604",5424426,"nee"
"4605",5463088,"nee"
"4606",5870859,"nee"
"4607",5592392,"nee"
"4608",5552842,"nee"
"4609",5584447,"nee"
"4610",5531734,"nee"
"4611",5061879,"nee"
"4612",5136547,"ja"
"4613",5978116,"nee"
"4614",5557996,"nee"
"4615",5805107,"nee"
"4616",5222855,"nee"
"4617",5843200,"nee"
"4618",5177702,"ja"
"4619",5069526,"nee"
"4620",5882059,"nee"
"4621",5490741,"nee"
"4622",5252093,"nee"
"4623",5417321,"nee"
"4624",5363277,"nee"
"4625",5079073,"nee"
"4626",5912260,"nee"
"4627",5574579,"nee"
"4628",5626007,"nee"
"4629",5284218,"nee"
"4630",5452435,"nee"
"4631",5850368,"nee"
"4632",5205204,"nee"
"4633",5567845,"nee"
"4634",5296941,"nee"
"4635",5464690,"ja"
"4636",5292376,"nee"
"4637",5230932,"nee"
"4638",5786397,"nee"
"4639",5607048,"nee"
"4640",5768554,"nee"
"4641",5159028,"nee"
"4642",5506600,"nee"
"4643",5211573,"ja"
"4644",5373309,"nee"
"4645",5454425,"nee"
"4646",5472087,"nee"
"4647",5923737,"nee"
"4648",5456883,"nee"
"4649",5798543,"ja"
"4650",5886609,"ja"
"4651",5957205,"nee"
"4652",5363717,"nee"
"4653",5730937,"nee"
"4654",5830772,"nee"
"4655",5744520,"nee"
"4656",5210714,"nee"
"4657",5341409,"nee"
"4658",5026211,"nee"
"4659",5524617,"ja"
"4660",5531034,"nee"
"4661",5709084,"ja"
"4662",5186629,"nee"
"4663",5385613,"nee"
"4664",5849195,"nee"
"4665",5643680,"nee"
"4666",5106191,"nee"
"4667",5932560,"nee"
"4668",5886959,"nee"
"4669",5594927,"nee"
"4670",5557206,"nee"
"4671",5639703,"ja"
"4672",5357148,"nee"
"4673",5784678,"nee"
"4674",5196105,"nee"
"4675",5251585,"nee"
"4676",5576045,"nee"
"4677",5294328,"nee"
"4678",5762779,"nee"
"4679",5264509,"nee"
"4680",5315722,"nee"
"4681",5051041,"nee"
"4682",5671503,"nee"
"4683",5967486,"nee"
"4684",5082176,"ja"
"4685",5532795,"ja"
"4686",5495486,"nee"
"4687",5150647,"nee"
"4688",5042227,"nee"
"4689",5800191,"nee"
"4690",5542571,"nee"
"4691",5868685,"nee"
"4692",5267637,"nee"
"4693",5468077,"ja"
"4694",5324246,"nee"
"4695",5639060,"nee"
"4696",5927582,"ja"
"4697",5842762,"nee"
"4698",5986633,"nee"
"4699",5539771,"nee"
"4700",5305520,"nee"
"4701",5860663,"nee"
"4702",5870727,"nee"
"4703",5056217,"nee"
"4704",5994050,"nee"
"4705",5471682,"nee"
"4706",5170310,"nee"
"4707",5446922,"nee"
"4708",5874081,"nee"
"4709",5100685,"nee"
"4710",5082383,"nee"
"4711",5891836,"nee"
"4712",5294084,"ja"
"4713",5647673,"nee"
"4714",5030141,"nee"
"4715",5564308,"nee"
"4716",5628152,"nee"
"4717",5181456,"ja"
"4718",5945571,"nee"
"4719",5750904,"nee"
"4720",5000641,"nee"
"4721",5100190,"nee"
"4722",5388721,"nee"
"4723",5875596,"ja"
"4724",5693669,"nee"
"4725",5011309,"nee"
"4726",5548456,"nee"
"4727",5083577,"nee"
"4728",5268038,"nee"
"4729",5107545,"nee"
"4730",5916691,"nee"
"4731",5273623,"nee"
"4732",5268659,"ja"
"4733",5610277,"ja"
"4734",5315656,"ja"
"4735",5314344,"nee"
"4736",5471646,"nee"
"4737",5968789,"ja"
"4738",5703149,"nee"
"4739",5258541,"ja"
"4740",5469466,"nee"
"4741",5879068,"nee"
"4742",5987859,"nee"
"4743",5680373,"nee"
"4744",5894599,"nee"
"4745",5023521,"nee"
"4746",5264543,"nee"
"4747",5847881,"nee"
"4748",5547920,"nee"
"4749",5126734,"nee"
"4750",5368683,"nee"
"4751",5437418,"nee"
"4752",5820267,"ja"
"4753",5861151,"nee"
"4754",5581377,"nee"
"4755",5942576,"nee"
"4756",5001978,"nee"
"4757",5559183,"ja"
"4758",5817296,"nee"
"4759",5958693,"ja"
"4760",5924086,"nee"
"4761",5985235,"nee"
"4762",5103937,"nee"
"4763",5293005,"nee"
"4764",5561651,"nee"
"4765",5947709,"nee"
"4766",5028242,"nee"
"4767",5139395,"nee"
"4768",5856054,"nee"
"4769",5082852,"nee"
"4770",5973541,"nee"
"4771",5165176,"nee"
"4772",5411093,"nee"
"4773",5478168,"nee"
"4774",5913299,"nee"
"4775",5090737,"nee"
"4776",5981184,"nee"
"4777",5962741,"nee"
"4778",5188432,"ja"
"4779",5635183,"nee"
"4780",5389484,"nee"
"4781",5920749,"nee"
"4782",5071673,"nee"
"4783",5287942,"nee"
"4784",5544485,"nee"
"4785",5032106,"nee"
"4786",5496579,"nee"
"4787",5487506,"nee"
"4788",5952504,"nee"
"4789",5123508,"nee"
"4790",5438554,"nee"
"4791",5619038,"nee"
"4792",5371122,"nee"
"4793",5590832,"nee"
"4794",5371137,"ja"
"4795",5403446,"nee"
"4796",5378940,"nee"
"4797",5961871,"ja"
"4798",5294740,"nee"
"4799",5344782,"ja"
"4800",5715990,"ja"
"4801",5063853,"nee"
"4802",5489601,"nee"
"4803",5928984,"ja"
"4804",5715281,"nee"
"4805",5345036,"nee"
"4806",5075863,"ja"
"4807",5418451,"nee"
"4808",5882057,"nee"
"4809",5621311,"nee"
"4810",5297180,"nee"
"4811",5033854,"nee"
"4812",5715833,"nee"
"4813",5798758,"ja"
"4814",5103303,"ja"
"4815",5948771,"nee"
"4816",5757241,"nee"
"4817",5176781,"nee"
"4818",5346951,"ja"
"4819",5575300,"ja"
"4820",5000374,"nee"
"4821",5447007,"nee"
"4822",5883440,"nee"
"4823",5042444,"nee"
"4824",5427698,"nee"
"4825",5550198,"nee"
"4826",5534619,"nee"
"4827",5572399,"nee"
"4828",5498593,"nee"
"4829",5813877,"nee"
"4830",5109514,"nee"
"4831",5035130,"nee"
"4832",5663860,"nee"
"4833",5449378,"ja"
"4834",5288495,"ja"
"4835",5867846,"nee"
"4836",5940820,"nee"
"4837",5841235,"nee"
"4838",5039565,"nee"
"4839",5065305,"ja"
"4840",5909544,"nee"
"4841",5808046,"nee"
"4842",5691314,"nee"
"4843",5136640,"ja"
"4844",5232277,"ja"
"4845",5325790,"nee"
"4846",5070779,"nee"
"4847",5086126,"nee"
"4848",5326923,"nee"
"4849",5324435,"nee"
"4850",5505552,"nee"
"4851",5921768,"nee"
"4852",5250476,"nee"
"4853",5716273,"ja"
"4854",5824785,"nee"
"4855",5775506,"nee"
"4856",5652346,"nee"
"4857",5079951,"ja"
"4858",5770899,"nee"
"4859",5047837,"ja"
"4860",5417055,"ja"
"4861",5335516,"nee"
"4862",5523985,"nee"
"4863",5145921,"nee"
"4864",5176230,"ja"
"4865",5546668,"nee"
"4866",5545695,"nee"
"4867",5668051,"nee"
"4868",5090597,"nee"
"4869",5715035,"nee"
"4870",5435792,"nee"
"4871",5158354,"nee"
"4872",5477472,"nee"
"4873",5371648,"nee"
"4874",5866446,"nee"
"4875",5736840,"nee"
"4876",5469919,"ja"
"4877",5632663,"nee"
"4878",5878098,"nee"
"4879",5564674,"nee"
"4880",5502126,"nee"
"4881",5643675,"nee"
"4882",5957858,"nee"
"4883",5745465,"nee"
"4884",5690649,"nee"
"4885",5701982,"nee"
"4886",5084933,"nee"
"4887",5947980,"ja"
"4888",5865889,"nee"
"4889",5533676,"ja"
"4890",5215925,"nee"
"4891",5859830,"ja"
"4892",5364434,"nee"
"4893",5845165,"nee"
"4894",5289606,"nee"
"4895",5684813,"ja"
"4896",5079633,"nee"
"4897",5887462,"nee"
"4898",5868647,"nee"
"4899",5062661,"nee"
"4900",5541131,"nee"
"4901",5178759,"ja"
"4902",5064921,"nee"
"4903",5157312,"nee"
"4904",5462196,"ja"
"4905",5493340,"nee"
"4906",5627621,"nee"
"4907",5240486,"nee"
"4908",5862386,"nee"
"4909",5905000,"nee"
"4910",5957351,"nee"
"4911",5859066,"nee"
"4912",5502677,"nee"
"4913",5945405,"nee"
"4914",5711762,"nee"
"4915",5287228,"ja"
"4916",5325808,"nee"
"4917",5357459,"nee"
"4918",5829554,"nee"
"4919",5805961,"nee"
"4920",5398941,"nee"
"4921",5276807,"nee"
"4922",5810405,"nee"
"4923",5234252,"nee"
"4924",5199127,"nee"
"4925",5343587,"nee"
"4926",5256939,"nee"
"4927",5872545,"nee"
"4928",5248791,"nee"
"4929",5168703,"nee"
"4930",5487462,"nee"
"4931",5183510,"nee"
"4932",5531125,"nee"
"4933",5194745,"ja"
"4934",5919728,"ja"
"4935",5519293,"nee"
"4936",5492814,"nee"
"4937",5564302,"nee"
"4938",5418121,"nee"
"4939",5258566,"nee"
"4940",5509335,"ja"
"4941",5414253,"nee"
"4942",5707326,"nee"
"4943",5986722,"nee"
"4944",5246956,"nee"
"4945",5646714,"nee"
"4946",5551134,"nee"
"4947",5078741,"nee"
"4948",5144636,"nee"
"4949",5874159,"nee"
"4950",5813453,"nee"
"4951",5720896,"nee"
"4952",5517112,"nee"
"4953",5703346,"ja"
"4954",5503878,"ja"
"4955",5192410,"nee"
"4956",5697502,"nee"
"4957",5789401,"ja"
"4958",5369031,"nee"
"4959",5636903,"nee"
"4960",5707735,"nee"
"4961",5926777,"nee"
"4962",5248310,"nee"
"4963",5278446,"nee"
"4964",5380761,"ja"
"4965",5360263,"nee"
"4966",5686957,"nee"
"4967",5265180,"nee"
"4968",5416142,"nee"
"4969",5961999,"nee"
"4970",5906701,"nee"
"4971",5106148,"ja"
"4972",5150411,"nee"
"4973",5243705,"nee"
"4974",5129200,"nee"
"4975",5872935,"nee"
"4976",5918832,"nee"
"4977",5529758,"nee"
"4978",5419313,"nee"
"4979",5596572,"nee"
"4980",5747347,"nee"
"4981",5959201,"nee"
"4982",5934231,"nee"
"4983",5679789,"nee"
"4984",5126755,"nee"
"4985",5480622,"nee"
"4986",5072675,"nee"
"4987",5450575,"nee"
"4988",5679276,"nee"
"4989",5985613,"ja"
"4990",5302666,"nee"
"4991",5637274,"ja"
"4992",5097233,"nee"
"4993",5220645,"nee"
"4994",5181829,"nee"
"4995",5208865,"nee"
"4996",5031686,"nee"
"4997",5492807,"nee"
"4998",5669958,"nee"
"4999",5842830,"nee"
"5000",5275312,"nee"
"5001",5464526,"nee"
"5002",5799015,"ja"
"5003",5918348,"nee"
"5004",5555921,"nee"
"5005",5737851,"nee"
"5006",5398916,"nee"
"5007",5530908,"nee"
"5008",5259200,"nee"
"5009",5754497,"nee"
"5010",5908836,"ja"
"5011",5595489,"nee"
"5012",5806398,"nee"
"5013",5595602,"nee"
"5014",5815522,"nee"
"5015",5493178,"nee"
"5016",5897114,"nee"
"5017",5397505,"ja"
"5018",5218154,"nee"
"5019",5671600,"nee"
"5020",5345912,"nee"
"5021",5246728,"nee"
"5022",5475591,"nee"
"5023",5411908,"nee"
"5024",5022725,"nee"
"5025",5742364,"ja"
"5026",5464986,"ja"
"5027",5030756,"nee"
"5028",5862184,"nee"
"5029",5342933,"nee"
"5030",5660415,"nee"
"5031",5105620,"nee"
"5032",5152096,"nee"
"5033",5177470,"ja"
"5034",5102933,"nee"
"5035",5196337,"nee"
"5036",5650966,"nee"
"5037",5052219,"nee"
"5038",5916202,"nee"
"5039",5245783,"nee"
"5040",5895443,"ja"
"5041",5186815,"ja"
"5042",5143221,"nee"
"5043",5422726,"ja"
"5044",5015784,"nee"
"5045",5088112,"nee"
"5046",5239538,"nee"
"5047",5334060,"nee"
"5048",5550211,"ja"
"5049",5050602,"ja"
"5050",5821720,"nee"
"5051",5377769,"nee"
"5052",5550096,"nee"
"5053",5290150,"nee"
"5054",5687466,"ja"
"5055",5535600,"nee"
"5056",5871836,"ja"
"5057",5165060,"nee"
"5058",5666681,"nee"
"5059",5717593,"nee"
"5060",5498845,"nee"
"5061",5296982,"nee"
"5062",5798876,"nee"
"5063",5418504,"nee"
"5064",5250602,"nee"
"5065",5049700,"nee"
"5066",5557090,"nee"
"5067",5756460,"nee"
"5068",5141212,"nee"
"5069",5954197,"ja"
"5070",5495316,"nee"
"5071",5886158,"nee"
"5072",5075790,"nee"
"5073",5151502,"nee"
"5074",5338487,"nee"
"5075",5154749,"nee"
"5076",5685048,"nee"
"5077",5818595,"nee"
"5078",5926174,"nee"
"5079",5259600,"nee"
"5080",5043945,"nee"
"5081",5481870,"nee"
"5082",5701839,"nee"
"5083",5296133,"nee"
"5084",5123554,"nee"
"5085",5693496,"nee"
"5086",5259287,"ja"
"5087",5566019,"nee"
"5088",5629515,"ja"
"5089",5712698,"nee"
"5090",5876287,"nee"
"5091",5394380,"nee"
"5092",5172073,"nee"
"5093",5817946,"nee"
"5094",5913525,"ja"
"5095",5117337,"nee"
"5096",5813917,"nee"
"5097",5674630,"nee"
"5098",5086495,"nee"
"5099",5033434,"nee"
"5100",5761731,"nee"
"5101",5119274,"ja"
"5102",5631962,"nee"
"5103",5785880,"nee"
"5104",5259094,"ja"
"5105",5339068,"ja"
"5106",5213127,"nee"
"5107",5738749,"nee"
"5108",5420660,"nee"
"5109",5223254,"nee"
"5110",5022160,"nee"
"5111",5711452,"nee"
"5112",5736760,"nee"
"5113",5634083,"ja"
"5114",5033814,"ja"
"5115",5636016,"nee"
"5116",5260869,"nee"
"5117",5724214,"nee"
"5118",5540554,"nee"
"5119",5869533,"ja"
"5120",5735745,"nee"
"5121",5604803,"nee"
"5122",5480906,"ja"
"5123",5068936,"nee"
"5124",5688343,"nee"
"5125",5000496,"nee"
"5126",5779614,"nee"
"5127",5936301,"nee"
"5128",5821631,"nee"
"5129",5611077,"nee"
"5130",5529945,"nee"
"5131",5039666,"ja"
"5132",5452678,"nee"
"5133",5381317,"ja"
"5134",5310158,"nee"
"5135",5992326,"nee"
"5136",5539446,"nee"
"5137",5306818,"nee"
"5138",5713406,"nee"
"5139",5415947,"nee"
"5140",5389376,"nee"
"5141",5921362,"nee"
"5142",5280924,"nee"
"5143",5654446,"nee"
"5144",5014864,"ja"
"5145",5450086,"nee"
"5146",5819362,"nee"
"5147",5755581,"nee"
"5148",5245443,"nee"
"5149",5830476,"nee"
"5150",5051358,"nee"
"5151",5362448,"nee"
"5152",5151748,"nee"
"5153",5003432,"nee"
"5154",5083331,"nee"
"5155",5186740,"ja"
"5156",5005441,"nee"
"5157",5003780,"ja"
"5158",5780884,"nee"
"5159",5749964,"nee"
"5160",5839234,"nee"
"5161",5058545,"nee"
"5162",5741106,"nee"
"5163",5636611,"nee"
"5164",5753089,"nee"
"5165",5139763,"nee"
"5166",5663781,"nee"
"5167",5381119,"nee"
"5168",5219494,"nee"
"5169",5863034,"nee"
"5170",5398499,"nee"
"5171",5761844,"nee"
"5172",5920464,"nee"
"5173",5920554,"nee"
"5174",5015842,"nee"
"5175",5735437,"nee"
"5176",5911920,"nee"
"5177",5967240,"nee"
"5178",5624933,"nee"
"5179",5158115,"nee"
"5180",5401131,"nee"
"5181",5113542,"ja"
"5182",5303943,"ja"
"5183",5908668,"nee"
"5184",5396095,"nee"
"5185",5308638,"nee"
"5186",5580047,"nee"
"5187",5955280,"nee"
"5188",5366914,"nee"
"5189",5845216,"ja"
"5190",5878694,"nee"
"5191",5980683,"nee"
"5192",5807700,"nee"
"5193",5000370,"nee"
"5194",5123522,"nee"
"5195",5245544,"nee"
"5196",5704664,"nee"
"5197",5623803,"nee"
"5198",5689874,"nee"
"5199",5911870,"nee"
"5200",5760867,"nee"
"5201",5080799,"nee"
"5202",5217050,"nee"
"5203",5843670,"nee"
"5204",5215539,"nee"
"5205",5808893,"ja"
"5206",5440753,"nee"
"5207",5614536,"nee"
"5208",5994270,"nee"
"5209",5827983,"nee"
"5210",5926395,"nee"
"5211",5441256,"nee"
"5212",5403577,"nee"
"5213",5606116,"nee"
"5214",5921138,"nee"
"5215",5662031,"nee"
"5216",5904441,"nee"
"5217",5501702,"ja"
"5218",5761826,"ja"
"5219",5727620,"nee"
"5220",5548560,"nee"
"5221",5076883,"nee"
"5222",5599618,"nee"
"5223",5041108,"nee"
"5224",5975624,"nee"
"5225",5529454,"nee"
"5226",5049431,"nee"
"5227",5476544,"nee"
"5228",5622171,"ja"
"5229",5652058,"nee"
"5230",5918942,"ja"
"5231",5516611,"ja"
"5232",5034072,"ja"
"5233",5156811,"nee"
"5234",5888903,"nee"
"5235",5854649,"nee"
"5236",5137991,"nee"
"5237",5359434,"nee"
"5238",5099325,"nee"
"5239",5910944,"nee"
"5240",5623202,"nee"
"5241",5811016,"nee"
"5242",5652115,"nee"
"5243",5067481,"nee"
"5244",5913139,"nee"
"5245",5172862,"ja"
"5246",5776216,"nee"
"5247",5268118,"nee"
"5248",5166871,"ja"
"5249",5833945,"ja"
"5250",5225895,"nee"
"5251",5572637,"nee"
"5252",5873552,"nee"
"5253",5790119,"ja"
"5254",5885912,"nee"
"5255",5030907,"nee"
"5256",5087977,"nee"
"5257",5266675,"ja"
"5258",5090392,"ja"
"5259",5157777,"nee"
"5260",5429913,"ja"
"5261",5844368,"nee"
"5262",5554097,"nee"
"5263",5644986,"nee"
"5264",5941453,"nee"
"5265",5108040,"nee"
"5266",5168747,"ja"
"5267",5856695,"ja"
"5268",5410604,"ja"
"5269",5878765,"ja"
"5270",5217642,"nee"
"5271",5373650,"nee"
"5272",5890310,"nee"
"5273",5474261,"nee"
"5274",5395215,"nee"
"5275",5368821,"nee"
"5276",5574735,"nee"
"5277",5121607,"nee"
"5278",5305650,"nee"
"5279",5111061,"ja"
"5280",5894368,"nee"
"5281",5276413,"nee"
"5282",5753759,"nee"
"5283",5594161,"nee"
"5284",5907373,"nee"
"5285",5261638,"nee"
"5286",5471014,"nee"
"5287",5679436,"nee"
"5288",5470914,"nee"
"5289",5166341,"nee"
"5290",5413867,"nee"
"5291",5208101,"nee"
"5292",5333680,"nee"
"5293",5924908,"nee"
"5294",5791615,"nee"
"5295",5763547,"nee"
"5296",5137763,"ja"
"5297",5199518,"ja"
"5298",5823734,"ja"
"5299",5126749,"nee"
"5300",5968753,"ja"
"5301",5939763,"nee"
"5302",5134750,"nee"
"5303",5831328,"nee"
"5304",5623574,"nee"
"5305",5102479,"nee"
"5306",5909053,"ja"
"5307",5613176,"nee"
"5308",5133162,"nee"
"5309",5868293,"nee"
"5310",5804293,"nee"
"5311",5644445,"nee"
"5312",5260094,"nee"
"5313",5651658,"ja"
"5314",5703472,"nee"
"5315",5612402,"nee"
"5316",5399873,"ja"
"5317",5143035,"nee"
"5318",5591421,"nee"
"5319",5834420,"nee"
"5320",5623203,"ja"
"5321",5670077,"nee"
"5322",5702956,"nee"
"5323",5710226,"ja"
"5324",5023158,"nee"
"5325",5083101,"nee"
"5326",5740734,"ja"
"5327",5058448,"nee"
"5328",5113912,"ja"
"5329",5291333,"nee"
"5330",5459053,"nee"
"5331",5543479,"nee"
"5332",5413262,"nee"
"5333",5978427,"ja"
"5334",5049446,"ja"
"5335",5662182,"nee"
"5336",5382904,"nee"
"5337",5649675,"nee"
"5338",5865025,"nee"
"5339",5326465,"nee"
"5340",5172507,"nee"
"5341",5183178,"nee"
"5342",5248557,"ja"
"5343",5870314,"ja"
"5344",5184967,"nee"
"5345",5244597,"nee"
"5346",5374754,"nee"
"5347",5500749,"nee"
"5348",5815001,"nee"
"5349",5179485,"ja"
"5350",5242162,"nee"
"5351",5457168,"nee"
"5352",5361038,"nee"
"5353",5116772,"ja"
"5354",5986503,"nee"
"5355",5007809,"nee"
"5356",5638989,"nee"
"5357",5836820,"nee"
"5358",5239918,"nee"
"5359",5829100,"nee"
"5360",5366297,"nee"
"5361",5245207,"nee"
"5362",5787031,"nee"
"5363",5964774,"nee"
"5364",5913092,"nee"
"5365",5891042,"nee"
"5366",5386477,"nee"
"5367",5721012,"nee"
"5368",5478571,"nee"
"5369",5649739,"nee"
"5370",5301353,"ja"
"5371",5446138,"nee"
"5372",5356118,"nee"
"5373",5756169,"ja"
"5374",5271703,"nee"
"5375",5313598,"nee"
"5376",5058912,"nee"
"5377",5480570,"ja"
"5378",5221089,"nee"
"5379",5313364,"nee"
"5380",5591027,"nee"
"5381",5358840,"ja"
"5382",5258501,"nee"
"5383",5948631,"nee"
"5384",5162513,"nee"
"5385",5085518,"ja"
"5386",5600302,"ja"
"5387",5057530,"nee"
"5388",5959374,"ja"
"5389",5645948,"nee"
"5390",5099137,"nee"
"5391",5294586,"nee"
"5392",5253887,"nee"
"5393",5083612,"nee"
"5394",5842534,"nee"
"5395",5388215,"nee"
"5396",5940795,"nee"
"5397",5737325,"nee"
"5398",5635021,"nee"
"5399",5941924,"nee"
"5400",5874369,"nee"
"5401",5706186,"nee"
"5402",5643161,"ja"
"5403",5104250,"ja"
"5404",5297194,"nee"
"5405",5296069,"nee"
"5406",5777078,"ja"
"5407",5506280,"nee"
"5408",5871019,"nee"
"5409",5155787,"nee"
"5410",5540887,"nee"
"5411",5656865,"ja"
"5412",5807668,"nee"
"5413",5884906,"nee"
"5414",5095660,"nee"
"5415",5322457,"nee"
"5416",5534376,"nee"
"5417",5259755,"nee"
"5418",5572814,"nee"
"5419",5391138,"nee"
"5420",5724618,"nee"
"5421",5486128,"ja"
"5422",5384650,"ja"
"5423",5264017,"nee"
"5424",5647655,"nee"
"5425",5318920,"nee"
"5426",5009107,"nee"
"5427",5235837,"nee"
"5428",5124517,"nee"
"5429",5799972,"nee"
"5430",5377909,"nee"
"5431",5905471,"nee"
"5432",5005425,"nee"
"5433",5870026,"ja"
"5434",5201395,"nee"
"5435",5891731,"nee"
"5436",5462934,"nee"
"5437",5911678,"nee"
"5438",5736047,"ja"
"5439",5031532,"nee"
"5440",5606902,"nee"
"5441",5466563,"nee"
"5442",5386487,"nee"
"5443",5564410,"nee"
"5444",5526944,"ja"
"5445",5138145,"nee"
"5446",5343207,"nee"
"5447",5072151,"nee"
"5448",5111286,"nee"
"5449",5553244,"nee"
"5450",5607882,"nee"
